No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
91,482,246,236,45,270,0,234,138,96,397,204,193,181,47
230,1146,592,554,203,316,1,585,353,232,409,273,136,179,3
493,2480,1394,1086,452,821,11,1200,830,370,1027,596,431,706,1
101,524,282,242,107,231,0,170,115,55,250,134,116,80,0
271,1354,715,639,195,41,0,708,456,252,534,345,189,407,1
1774,8941,4636,4305,1539,1671,8,4515,2831,1684,3524,2442,1082,956,76
1454,6306,3199,3107,1084,858,1,3169,1976,1193,3085,1744,1341,847,19
79,361,193,168,73,278,2,86,46,40,156,99,57,2,0
1728,8835,4538,4297,1586,1042,1,4584,2792,1792,2605,2121,484,846,53
406,2318,1128,1190,388,353,0,1176,693,483,946,565,381,181,2
159,910,460,450,150,60,0,423,290,133,332,211,121,18,3
934,4107,2033,2074,750,523,2,1905,1147,758,1763,962,801,800,5
32,166,87,79,42,118,0,52,30,22,39,38,1,0,1
441,2312,1199,1113,324,181,0,1529,910,619,866,628,238,318,36
706,3546,1825,1721,565,626,0,2036,1257,779,1161,866,295,672,2
480,2169,1116,1053,378,92,1,1186,767,419,1005,510,495,146,11
377,1981,1009,972,331,119,0,967,583,384,821,486,335,631,0
1258,6320,3289,3031,1085,518,1,2951,1948,1003,2339,1669,670,1499,31
235,1146,619,527,162,45,0,737,463,274,416,285,131,10,2
336,1965,1002,963,361,120,0,1056,639,417,610,490,120,93,31
1591,7907,4135,3772,1274,930,0,4111,2695,1416,2819,2124,695,687,8
453,2369,1182,1187,432,208,0,1175,715,460,574,479,95,269,22
764,3859,1972,1887,734,160,0,1751,1132,619,902,840,62,659,3
321,1646,878,768,303,99,0,573,385,188,531,392,139,375,25
887,4531,2308,2223,928,809,0,2020,1329,691,2176,1192,984,395,33
448,2048,1070,978,381,208,0,944,607,337,599,523,76,426,2
620,3474,1809,1665,543,431,5,2128,1293,835,1437,880,557,256,15
2147,10320,5407,4913,1744,1405,16,5279,3247,2032,3438,2559,879,1717,5
1462,7150,3653,3497,1431,188,3,2549,1746,803,3062,1791,1271,1322,88
211,976,489,487,201,281,0,473,287,186,256,218,38,71,1
895,5253,2722,2531,906,774,0,2609,1657,952,1813,1285,528,553,1
957,5376,2824,2552,893,489,1,2828,1840,988,1795,1320,475,679,150
28729,143583,75209,68374,25438,24012,60,70392,44200,26192,54188,36492,17696,21717,646
28729,143583,75209,68374,25438,24012,60,70392,44200,26192,54188,36492,17696,21717,646
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,6191,3269,2922,1064,880,0,3366,2059,1307,2014,1603,411,627,11
50,265,135,130,33,0,0,66,40,26,67,60,7,29,2
103,571,291,280,96,0,0,155,86,69,120,118,2,90,0
1028,5329,2765,2564,1042,218,8,2488,1536,952,2022,1305,717,876,12
615,3697,1947,1750,751,316,1,1339,847,492,949,872,77,329,0
631,3360,1769,1591,595,198,0,1394,886,508,1099,854,245,651,2
470,2316,1204,1112,361,113,1,1398,838,560,830,571,259,100,1
572,2898,1518,1380,554,699,0,1522,961,561,945,715,230,410,0
1138,5558,2814,2744,910,1377,2,2863,1655,1208,1877,1354,523,810,27
260,1303,696,607,192,439,0,680,415,265,618,379,239,487,2
1181,6288,3262,3026,1069,1469,20,2906,1843,1063,3216,1784,1432,1318,3
1992,9598,5017,4581,1699,1867,15,4644,2867,1777,3462,2378,1084,1161,88
1662,8650,4615,4035,1345,928,0,3870,2492,1378,3098,2234,864,1285,20
827,4230,2268,1962,765,1539,1,2138,1378,760,1646,1085,561,610,19
399,1820,980,840,328,373,0,909,598,311,785,473,312,254,12
1071,5425,2879,2546,927,1370,1,2894,1778,1116,1769,1310,459,397,5
345,1667,876,791,356,26,1,764,484,280,451,403,48,216,3
1436,6956,3693,3263,1159,1699,0,3434,2172,1262,2491,1788,703,867,49
154,721,369,352,140,341,0,388,234,154,375,212,163,60,3
687,3412,1793,1619,589,883,0,1928,1208,720,1169,820,349,547,22
826,3986,2094,1892,768,219,0,1634,1061,573,1272,1050,222,768,3
620,3116,1647,1469,542,212,0,1576,1008,568,1068,781,287,590,31
255,1134,600,534,146,20,1,678,439,239,426,266,160,196,2
465,2308,1174,1134,369,103,0,1264,769,495,807,567,240,394,10
111,629,305,324,97,219,0,395,235,160,286,162,124,105,0
563,2853,1516,1337,527,168,0,1172,792,380,1264,776,488,398,0
1600,8145,4181,3964,1508,1442,3,4227,2681,1546,3177,2004,1173,1517,34
601,3147,1650,1497,469,489,1,1973,1155,818,1343,849,494,33,6
413,2119,1063,1056,377,365,0,949,596,353,941,603,338,601,5
3901,18998,9969,9029,3328,2930,1,9846,6251,3595,8182,4955,3227,3381,139
2585,12575,6592,5983,2377,2241,1,5974,3819,2155,5053,3134,1919,1729,130
764,4318,2258,2060,955,869,3,1558,1017,541,1366,1027,339,881,5
22909,117282,60713,56569,20612,18333,73,57503,34804,22699,37260,28052,9208,11232,1186
22909,117282,60713,56569,20612,18333,73,57503,34804,22699,37260,28052,9208,11232,1186
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1969,9824,5079,4745,1674,2921,2,5138,3121,2017,3073,2364,709,620,26
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,10670,5548,5122,1898,1262,2,5565,3396,2169,3353,2565,788,1204,50
25,140,74,66,24,0,0,76,55,21,40,37,3,7,0
4665,25101,13053,12048,4656,1930,9,10876,6640,4236,8123,6217,1906,2454,405
464,2527,1360,1167,441,536,0,1341,826,515,694,602,92,268,20
3587,17957,9132,8825,3042,3150,6,9556,5586,3970,4845,3868,977,1161,151
514,2919,1492,1427,573,33,0,1234,712,522,888,676,212,402,5
1263,6772,3468,3304,1176,1208,2,3550,2153,1397,1791,1498,293,720,43
682,3466,2012,1454,626,549,0,1518,937,581,990,844,146,318,11
307,1508,799,709,201,9,0,1005,604,401,525,389,136,175,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,2937,1468,1469,501,1343,0,1406,864,542,1188,786,402,246,18
831,3715,1909,1806,586,420,0,1554,1006,548,1563,878,685,615,216
1597,7980,4195,3785,1240,1551,8,4216,2571,1645,3231,2202,1029,393,103
185,1120,576,544,222,103,0,427,273,154,324,300,24,231,0
400,1828,811,1017,388,455,0,924,469,455,407,299,108,229,0
361,1893,988,905,288,605,0,1179,692,487,514,418,96,270,2
1190,6208,3240,2968,1133,971,36,2694,1668,1026,2203,1562,641,923,30
2201,10717,5509,5208,1943,1287,8,5244,3231,2013,3508,2547,961,996,103
70277,361400,188764,172636,62881,43239,224,177424,107427,69997,118307,86689,31618,36587,3693
70277,361400,188764,172636,62881,43239,224,177424,107427,69997,118307,86689,31618,36587,3693
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,2861,1518,1343,598,825,2,1233,801,432,723,645,78,338,10
2244,11295,5932,5363,1859,1426,5,5619,3477,2142,4111,2744,1367,1304,69
631,3588,1888,1700,714,383,5,1615,1002,613,1148,850,298,296,49
780,4221,2218,2003,790,150,0,1909,1169,740,1110,912,198,261,168
325,1954,1045,909,336,192,0,921,613,308,828,509,319,484,1
2180,11324,6031,5293,1884,1602,1,6087,3784,2303,4123,2797,1326,784,647
462,2597,1376,1221,478,64,0,1223,816,407,1162,667,495,535,11
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,2163,1133,1030,316,325,0,1251,743,508,568,533,35,373,1
491,2799,1454,1345,544,0,0,1145,774,371,1118,716,402,386,0
169,853,455,398,142,0,0,387,239,148,211,198,13,110,0
549,2653,1426,1227,384,644,0,1630,956,674,882,686,196,211,7
143,726,390,336,170,0,0,265,190,75,244,191,53,200,0
487,2631,1385,1246,522,177,0,1063,691,372,1039,658,381,625,54
372,2030,1086,944,297,0,0,1096,669,427,650,537,113,84,3
159,828,437,391,121,24,0,514,292,222,462,241,221,125,2
691,3532,1753,1779,658,416,0,1603,962,641,953,645,308,260,32
570,2998,1527,1471,606,463,15,1333,820,513,750,645,105,123,4
905,4454,2204,2250,862,417,0,1873,1133,740,1845,1085,760,234,16
489,2620,1374,1246,358,568,53,1417,846,571,1274,825,449,260,264
837,4345,2307,2038,918,560,1,1948,1192,756,1370,1037,333,696,8
128,674,341,333,150,0,0,281,167,114,26,16,10,1,0
557,2437,1279,1158,516,341,0,916,521,395,1118,600,518,477,31
457,2132,1148,984,368,71,0,958,571,387,630,527,103,509,0
92,397,210,187,87,0,0,110,83,27,118,101,17,97,5
311,1477,755,722,329,94,0,534,352,182,341,331,10,97,0
441,2060,1111,949,358,445,0,808,492,316,578,538,40,274,14
1576,8007,4205,3802,1358,611,2,3623,2141,1482,2479,1986,493,1130,15
642,3460,1837,1623,650,1213,29,1309,837,472,1211,856,355,137,4
192,957,499,458,185,0,0,499,312,187,228,201,27,52,0
547,3076,1563,1513,513,428,0,1102,673,429,1642,948,694,353,3
387,2103,1096,1007,265,361,9,1290,746,544,593,481,112,98,17
275,1322,712,610,235,198,0,513,325,188,332,324,8,235,0
298,1316,723,593,257,634,1,469,296,173,555,347,208,118,6
230,1082,575,507,204,465,1,446,295,151,191,167,24,153,0
365,1737,880,857,318,241,1,969,533,436,1117,542,575,495,14
468,2446,1213,1233,407,319,2,1107,633,474,616,499,117,182,17
221,1180,592,588,225,421,2,529,287,242,399,262,137,58,1
30,206,108,98,53,0,0,49,27,22,78,44,34,0,0
142,801,417,384,168,188,0,359,198,161,405,214,191,123,1
558,3174,1637,1537,547,218,1,1653,959,694,1136,808,328,459,69
536,2784,1443,1341,636,0,0,1180,675,505,882,603,279,313,18
199,1105,621,484,192,143,2,513,313,200,344,265,79,77,1
1358,6881,3569,3312,1249,1096,0,3385,1981,1404,2141,1695,446,641,132
22,138,71,67,29,0,0,55,37,18,42,34,8,1,0
349,1662,858,804,340,212,0,847,480,367,388,349,39,292,4
1134,5665,2958,2707,1094,336,0,2333,1410,923,1939,1264,675,1341,41
329,1581,833,748,264,160,11,755,481,274,639,395,244,82,4
196,1096,566,530,240,0,0,394,233,161,264,254,10,130,0
1048,5707,2994,2713,1142,69,0,2932,1718,1214,1943,1407,536,948,27
989,4629,2412,2217,837,378,0,1799,1135,664,1669,1076,593,127,249
159,915,470,445,193,0,0,417,229,188,285,228,57,222,0
2087,10208,5326,4882,1804,745,0,5194,3149,2045,3432,2519,913,1395,175
610,2626,1294,1332,365,369,0,1708,962,746,628,590,38,26,3
373,1621,770,851,250,380,0,884,471,413,534,299,235,41,4
926,4711,2455,2256,942,262,1,1995,1256,739,1395,1165,230,404,29
751,3323,1746,1577,510,379,3,1979,1173,806,1361,929,432,267,39
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1083,5256,2767,2489,963,566,3,2298,1457,841,1766,1335,431,543,45
1399,7915,4201,3714,1444,443,6,4095,2487,1608,2294,1928,366,537,15
592,2853,1463,1390,559,431,0,1559,907,652,874,664,210,161,11
1378,7446,3886,3560,1250,1661,1,3759,2198,1561,1969,1648,321,332,75
3105,16103,8463,7640,2502,2225,20,9362,5582,3780,4832,3722,1110,811,379
2120,11423,5920,5503,1743,1227,1,5768,3398,2370,3763,2605,1158,1116,54
333,1767,913,854,357,262,0,642,375,267,751,462,289,364,4
620,3234,1718,1516,573,266,0,1499,1005,494,1456,841,615,533,31
571,2861,1534,1327,457,459,0,1696,1038,658,893,732,161,360,20
1203,6051,3148,2903,884,744,0,3199,1914,1285,1645,1330,315,521,172
352,1813,952,861,277,337,0,1021,607,414,732,438,294,6,4
820,3908,2014,1894,618,660,0,1993,1194,799,1163,890,273,207,30
312,1654,863,791,287,430,1,747,464,283,517,399,118,162,3
945,4866,2554,2312,730,288,1,2754,1596,1158,1652,1171,481,407,33
764,4340,2270,2070,743,740,1,2448,1416,1032,1156,966,190,618,27
483,2383,1264,1119,302,290,0,1398,811,587,759,611,148,68,2
1202,6604,3440,3164,1098,1227,0,3124,1857,1267,2100,1707,393,634,53
957,5305,2743,2562,976,767,12,2360,1414,946,1987,1245,742,1188,19
1980,9311,4961,4350,1655,1749,2,4402,2718,1684,3645,2316,1329,1912,20
955,5103,2645,2458,741,796,3,3122,1828,1294,1485,1314,171,328,36
4,24,10,14,3,0,0,2,2,0,10,7,3,9,0
81,480,260,220,59,0,0,223,145,78,133,127,6,109,0
614,3149,1655,1494,563,417,1,1409,919,490,1080,807,273,393,10
224,1215,654,561,188,147,0,609,389,220,302,280,22,90,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,3641,1915,1726,643,835,0,1640,1028,612,1041,838,203,375,5
2560,11543,5973,5570,1759,1236,2,6790,3984,2806,3161,2516,645,707,48
1532,8064,4120,3944,1359,543,1,3631,2160,1471,2817,1850,967,651,9
3,18,13,5,1,0,0,9,8,1,7,7,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,2109,1119,990,285,295,0,930,599,331,556,495,61,71,1
1339,7194,3706,3488,1319,558,2,3209,1983,1226,1832,1671,161,442,22
915,5201,2745,2456,980,840,0,2191,1444,747,1489,1128,361,476,15
1215,5860,3050,2810,1082,249,3,3091,1874,1217,1669,1364,305,315,64
70,345,180,165,90,67,0,144,85,59,87,81,6,43,2
457,2486,1299,1187,368,501,2,1393,846,547,910,688,222,329,15
1710,8658,4429,4229,1635,711,0,3707,2214,1493,2583,1996,587,832,31
355,1862,969,893,361,145,0,777,500,277,635,467,168,54,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,375,202,173,74,70,0,199,117,82,100,94,6,0,0
3690,19586,10266,9320,3298,1579,9,10297,6335,3962,6555,4920,1635,1234,138
505,2868,1523,1345,590,272,6,1159,781,378,968,696,272,525,26
260,1358,731,627,228,193,0,742,428,314,683,348,335,80,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65251,320704,167767,152937,59741,31420,166,141721,85344,56377,93459,76387,17072,38435,1377
65251,320704,167767,152937,59741,31420,166,141721,85344,56377,93459,76387,17072,38435,1377
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3522,1823,1699,622,241,14,1267,792,475,968,867,101,799,14
1743,8162,4217,3945,1566,489,0,3391,1982,1409,1985,1878,107,1265,24
742,3802,1972,1830,791,281,1,2064,1162,902,785,729,56,215,8
124,411,191,220,67,0,0,179,94,85,128,74,54,80,13
2346,10744,5741,5003,2212,2239,2,3351,2146,1205,3901,2649,1252,2044,26
446,1902,997,905,327,366,0,951,558,393,802,502,300,174,8
500,2441,1324,1117,438,356,0,925,569,356,1140,775,365,887,4
153,827,447,380,147,203,0,479,310,169,281,187,94,260,0
348,1530,809,721,255,265,0,705,432,273,781,397,384,293,7
3000,14201,7338,6863,2875,1336,2,5955,3534,2421,3745,3150,595,2403,25
806,4093,2158,1935,846,239,29,1461,857,604,1123,949,174,743,17
836,4006,2100,1906,717,497,0,1451,908,543,1241,996,245,563,9
1097,5500,2873,2627,1108,127,0,2211,1258,953,1534,1271,263,971,2
382,1599,840,759,244,27,0,826,493,333,439,411,28,25,3
2010,9189,4922,4267,1314,963,7,5479,3134,2345,2736,2299,437,408,76
640,3229,1689,1540,560,929,0,1497,975,522,1106,914,192,231,43
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1191,5289,2795,2494,1037,686,3,2036,1253,783,1784,1310,474,470,57
503,2376,1257,1119,501,972,0,980,620,360,708,585,123,265,113
1597,6648,3533,3115,1152,1285,4,3551,2058,1493,2399,1786,613,238,10
570,2559,1324,1235,525,807,2,955,556,399,835,553,282,27,8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4505,21399,11208,10191,3920,2826,1,8714,5450,3264,6993,5261,1732,2467,136
2408,12389,6494,5895,2316,447,0,5147,3060,2087,2964,2713,251,623,66
863,4069,2106,1963,664,178,0,1601,1009,592,1069,937,132,353,10
3111,15762,8094,7668,3092,807,9,6172,3627,2545,4305,3497,808,1848,72
2832,13981,7278,6703,2825,1794,1,5144,3076,2068,3962,3348,614,1544,47
1430,6880,3610,3270,1267,34,2,3174,1844,1330,2017,1653,364,744,13
407,1737,902,835,339,87,0,802,502,300,595,417,178,378,3
549,2864,1465,1399,639,125,0,1380,758,622,850,640,210,453,17
855,4252,2269,1983,894,46,0,1692,1000,692,1079,1034,45,766,4
478,2381,1252,1129,508,0,0,1014,602,412,576,536,40,339,4
4187,22445,11727,10718,3981,2228,2,10368,5969,4399,6183,5423,760,2596,61
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,3385,1731,1654,667,1106,9,1273,745,528,867,750,117,411,34
2785,13846,7344,6502,2478,1267,0,6864,4377,2487,4397,3450,947,1302,34
1276,5550,2941,2609,946,458,8,2609,1653,956,1629,1450,179,553,6
1131,5322,2803,2519,1187,1103,6,1617,1044,573,1147,1065,82,650,44
550,2517,1356,1161,424,197,2,1035,702,333,755,611,144,541,0
331,1665,878,787,262,243,31,1055,615,440,537,451,86,213,1
917,4491,2344,2147,863,428,5,2425,1378,1047,1100,1043,57,382,13
976,5083,2559,2524,918,240,0,2099,1288,811,1563,1197,366,630,48
79,384,200,184,80,0,0,193,127,66,179,91,88,8,8
1031,5585,2882,2703,1029,514,20,2603,1738,865,1861,1346,515,532,3
172,886,484,402,127,172,0,489,332,157,267,241,26,194,0
872,4510,2402,2108,721,318,0,2751,1682,1069,1184,1139,45,233,5
235,1195,655,540,242,107,0,578,394,184,427,272,155,314,1
492,2212,1163,1049,415,92,0,820,512,308,618,517,101,528,1
398,1956,986,970,377,443,1,791,482,309,654,488,166,395,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,17713,9287,8426,3211,722,0,8354,4872,3482,4533,4020,513,2522,13
947,5169,2689,2480,952,861,1,2438,1508,930,1393,1226,167,582,86
2925,15807,8126,7681,3146,776,0,6975,3969,3006,4000,3512,488,1539,90
1743,9728,5128,4600,1582,207,0,4566,2876,1690,3106,2467,639,1147,44
2196,10846,5675,5171,1875,746,3,5985,3627,2358,3331,2595,736,767,33
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
490,2665,1379,1286,490,540,1,1279,835,444,897,715,182,520,4
48589,247856,129213,118643,44527,37651,162,116680,71083,45597,77144,59591,17553,22363,1282
47256,240786,125446,115340,43477,37371,162,112114,68377,43737,75241,58031,17210,21991,1213
1333,7070,3767,3303,1050,280,0,4566,2706,1860,1903,1560,343,372,69
894,4373,2254,2119,882,384,0,1864,1097,767,1066,1003,63,611,7
335,1598,868,730,245,150,0,1071,637,434,437,400,37,117,7
322,1532,805,727,251,236,0,841,520,321,382,367,15,97,1
242,1240,641,599,243,100,1,515,331,184,421,285,136,169,0
24,114,54,60,25,0,0,58,33,25,29,29,0,13,0
1530,7470,3936,3534,1258,881,4,3666,2265,1401,2040,1795,245,477,60
57,256,135,121,45,0,0,129,83,46,65,62,3,41,0
3230,16039,8376,7663,2581,2448,2,8249,5092,3157,4570,3797,773,1501,27
778,4364,2262,2102,836,631,4,1903,1200,703,1315,1124,191,63,7
310,1324,705,619,262,326,0,725,430,295,436,314,122,15,3
104,444,229,215,65,76,0,247,158,89,107,88,19,28,1
102,471,261,210,81,39,1,71,50,21,124,115,9,122,0
90,424,233,191,74,28,0,176,119,57,150,119,31,58,6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,625,319,306,138,11,0,147,100,47,183,176,7,6,0
2427,12413,6434,5979,2381,1409,0,5270,3201,2069,3695,2969,726,1023,44
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2643,13285,6863,6422,2515,1312,68,5184,3080,2104,3764,3042,722,1141,48
786,3524,1898,1626,504,392,6,1740,1119,621,962,887,75,190,10
1129,5192,2690,2502,953,670,1,2083,1248,835,1667,1217,450,621,2
348,1569,767,802,332,192,3,641,369,272,335,329,6,80,20
868,4548,2375,2173,726,738,0,2364,1432,932,1852,1157,695,310,10
2453,12896,6741,6155,2446,1231,1,5510,3414,2096,3607,2931,676,606,38
883,4450,2368,2082,815,939,1,2225,1333,892,1388,1081,307,710,25
1116,5309,2750,2559,744,581,0,3318,1959,1359,1802,1305,497,320,72
2120,9956,5180,4776,1814,2679,1,4220,2614,1606,3325,2462,863,1440,54
164,689,372,317,129,312,0,328,222,106,185,178,7,0,1
1685,8816,4620,4196,1548,801,3,3857,2359,1498,2054,1770,284,388,41
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,9208,4810,4398,1721,1309,0,4236,2586,1650,2713,2204,509,672,135
148,682,380,302,112,95,0,342,226,116,195,181,14,0,0
695,3548,1794,1754,646,319,0,1741,983,758,1228,800,428,47,66
670,3319,1721,1598,613,673,1,1586,974,612,1285,838,447,574,29
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,453,217,236,99,0,0,143,96,47,162,112,50,105,3
365,1897,935,962,307,661,0,949,535,414,757,455,302,201,1
603,2893,1486,1407,493,152,0,1561,946,615,897,583,314,191,5
282,1123,559,564,166,231,0,645,377,268,515,279,236,21,7
457,2177,1138,1039,422,589,2,971,627,344,731,556,175,227,5
1736,9485,5083,4402,1850,796,1,4820,3001,1819,3082,2464,618,821,47
680,3642,1885,1757,851,440,0,1134,709,425,1420,892,528,325,45
277,1768,942,826,411,104,0,621,431,190,876,489,387,48,4
184,815,429,386,146,269,8,353,205,148,223,210,13,127,1
1221,6514,3405,3109,1317,1435,10,2251,1506,745,2289,1553,736,720,69
850,5152,2644,2508,1113,636,0,2097,1263,834,1374,1218,156,501,67
36,171,98,73,26,0,0,86,67,19,83,52,31,0,0
156,915,496,419,145,282,0,411,276,135,403,266,137,155,42
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,1034,557,477,199,52,0,591,368,223,274,266,8,36,0
109,682,319,363,95,127,0,312,140,172,312,176,136,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
714,3471,1810,1661,594,928,6,1807,1149,658,1543,1080,463,331,43
339,1563,781,782,251,901,2,710,426,284,497,365,132,94,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,2294,1171,1123,372,228,0,1060,600,460,879,592,287,281,4
564,2826,1480,1346,477,863,1,1773,1051,722,651,624,27,156,8
1046,5620,2921,2699,1054,740,0,2886,1773,1113,1829,1405,424,1064,12
199,951,516,435,141,174,0,552,328,224,337,310,27,66,2
376,1790,957,833,290,136,0,1130,673,457,759,500,259,319,5
471,3520,1842,1678,614,1087,0,1937,1142,795,1366,925,441,776,18
861,5055,2649,2406,693,760,1,2847,1747,1100,1443,1267,176,716,7
865,3753,1900,1853,664,1082,0,1782,1067,715,1139,818,321,268,5
19,105,65,40,19,0,0,59,43,16,29,29,0,2,0
168,976,514,462,119,0,0,526,344,182,225,219,6,47,0
14,80,41,39,18,1,0,43,28,15,18,18,0,11,0
803,4021,2068,1953,621,549,0,2077,1214,863,1594,1013,581,217,4
325,1801,929,872,401,0,0,512,312,200,608,447,161,342,2
730,3941,2082,1859,711,223,0,1616,1022,594,1249,987,262,438,6
489,2310,1213,1097,390,801,0,1471,867,604,675,596,79,189,0
167,895,469,426,135,350,0,347,211,136,253,212,41,94,0
38,134,63,71,30,0,0,62,34,28,41,32,9,0,0
436,1995,966,1029,394,1604,3,893,521,372,869,484,385,68,14
2403,12405,6441,5964,2310,1667,16,5490,3219,2271,3469,2802,667,1305,55
219,1003,530,473,192,504,0,495,305,190,385,255,130,72,0
275,1465,772,693,288,37,15,699,453,246,482,339,143,110,14
89,413,232,181,74,0,0,88,67,21,121,116,5,105,0
1333,7070,3767,3303,1050,280,0,4566,2706,1860,1903,1560,343,372,69
54966,270642,140092,130550,46544,36312,235,132507,81137,51370,90170,65408,24762,20902,4249
54966,270642,140092,130550,46544,36312,235,132507,81137,51370,90170,65408,24762,20902,4249
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,7477,3939,3538,1453,792,1,3197,2087,1110,2750,1868,882,374,40
427,2178,1159,1019,312,742,11,1204,754,450,562,438,124,27,26
1488,6832,3447,3385,1079,1230,142,3783,2205,1578,2887,1780,1107,872,192
11,48,30,18,9,0,0,31,20,11,9,9,0,0,0
1930,9745,5113,4632,1735,1695,4,4738,2784,1954,2598,2237,361,523,9
1692,7860,4032,3828,1433,933,1,4102,2516,1586,2384,1886,498,168,25
209,1016,536,480,175,604,2,427,280,147,335,251,84,219,2
1578,7827,4074,3753,1436,1183,3,3654,2212,1442,2170,1858,312,356,115
3112,18101,9362,8739,3554,1220,8,7196,4263,2933,5359,3957,1402,1149,379
1098,6089,3249,2840,1057,1256,2,3136,2001,1135,1793,1503,290,497,19
50,279,143,136,66,89,0,133,90,43,101,65,36,1,1
71,334,171,163,59,64,0,116,80,36,157,91,66,1,3
2021,9809,5189,4620,1618,1989,0,5548,3422,2126,3345,2601,744,975,82
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6590,32689,17033,15656,5457,4334,16,16544,9999,6545,10231,8087,2144,1440,381
38,185,102,83,23,0,0,123,72,51,152,85,67,25,4
80,338,176,162,46,32,0,167,113,54,277,147,130,75,0
86,362,184,178,58,0,0,235,138,97,101,84,17,0,0
260,1223,640,583,211,313,0,508,324,184,399,322,77,214,2
208,1034,522,512,211,3,0,268,188,80,439,248,191,91,0
43,137,69,68,22,3,0,90,52,38,39,25,14,11,1
257,1265,669,596,216,0,0,531,340,191,351,325,26,32,1
210,906,445,461,167,27,0,496,294,202,322,221,101,38,22
113,583,325,258,101,0,0,273,183,90,264,192,72,63,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722,3282,1778,1504,586,264,1,1798,1141,657,929,762,167,235,10
181,1066,543,523,162,0,0,524,355,169,345,263,82,143,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,60,30,30,12,0,0,32,20,12,34,18,16,0,0
1906,8828,4561,4267,1483,1027,0,3853,2372,1481,2984,2090,894,883,331
30,114,48,66,27,0,0,27,10,17,62,22,40,2,0
203,821,372,449,180,475,0,303,157,146,421,191,230,8,4
350,1720,889,831,247,299,0,1028,652,376,690,415,275,73,5
1286,5746,2966,2780,939,620,3,2956,1785,1171,2158,1567,591,769,18
134,594,311,283,106,247,0,216,117,99,212,172,40,153,6
375,1726,917,809,260,41,0,1009,615,394,736,454,282,37,24
387,2050,1040,1010,272,0,0,1422,798,624,934,592,342,167,58
102,377,175,202,75,0,0,173,105,68,171,68,103,4,3
3143,15483,8051,7432,2542,2055,13,8186,4977,3209,4624,3646,978,704,114
621,2973,1502,1471,555,1112,0,1237,746,491,800,687,113,39,16
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2967,14435,7342,7093,2352,2129,0,7451,4533,2918,4463,3374,1089,602,40
123,468,250,218,44,0,0,262,179,83,212,103,109,50,6
695,3902,1980,1922,665,1138,5,1854,1231,623,1017,920,97,63,12
730,3527,1824,1703,624,1035,4,1668,988,680,1727,1030,697,411,8
495,2154,1131,1023,410,412,0,1147,719,428,586,506,80,18,9
906,4543,2317,2226,768,561,4,2061,1316,745,1378,1006,372,243,9
367,1549,807,742,257,966,1,497,301,196,786,399,387,398,131
2412,12347,6512,5835,2177,1028,0,5682,3525,2157,5663,3400,2263,1620,1277
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,1832,922,910,282,485,2,991,575,416,577,458,119,301,2
