No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
2242,10211,5296,4915,2133,1591,6,3984,2410,1574,2991,2415,576,524,98
630,2567,1312,1255,502,127,0,1169,676,493,749,644,105,211,5
768,3402,1780,1622,700,161,0,1353,805,548,1178,857,321,404,7
2390,10784,5507,5277,2217,310,1,4241,2431,1810,2898,2570,328,1271,38
908,3751,1929,1822,752,326,1,1606,959,647,1244,936,308,460,14
2587,11044,5683,5361,2169,606,0,4354,2353,2001,3590,2822,768,709,43
371,1705,920,785,344,25,0,446,268,178,597,493,104,211,2
250,1342,714,628,238,72,0,511,333,178,577,353,224,174,10
565,2421,1238,1183,447,762,0,847,490,357,1052,686,366,367,19
547,2258,1202,1056,457,451,0,832,520,312,653,564,89,30,1
724,3122,1663,1459,638,101,0,1225,821,404,1025,800,225,269,3
1256,5383,2851,2532,1022,572,2,2792,1675,1117,1905,1459,446,1110,9
388,1775,941,834,345,177,0,986,610,376,593,427,166,287,3
217,812,420,392,181,0,0,111,80,31,245,208,37,218,0
305,1338,714,624,228,378,0,297,213,84,450,356,94,323,0
408,1597,830,767,374,450,0,533,361,172,643,421,222,444,8
1165,4635,2416,2219,826,616,0,2373,1369,1004,1617,1277,340,602,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,432,233,199,74,0,0,231,144,87,104,98,6,93,0
466,2033,1042,991,399,108,0,990,568,422,584,500,84,187,6
247,1236,648,588,248,245,1,580,344,236,372,320,52,317,0
264,1257,683,574,284,308,0,566,387,179,505,337,168,375,2
1168,4900,2564,2336,941,925,7,1954,1178,776,1842,1288,554,723,51
312,1560,783,777,301,256,0,767,454,313,516,402,114,113,1
654,2732,1488,1244,490,292,0,1076,718,358,664,622,42,171,17
10,37,20,17,7,7,0,12,9,3,14,14,0,3,1
658,2998,1518,1480,561,232,0,1196,680,516,856,694,162,441,12
603,2920,1564,1356,613,290,37,1104,803,301,1013,794,219,350,2
1169,5069,2676,2393,991,185,345,2087,1322,765,1477,1295,182,621,22
102,489,272,217,82,42,0,316,177,139,153,121,32,26,6
897,3688,1907,1781,691,262,0,1600,940,660,1089,938,151,413,58
1306,5445,2874,2571,859,253,0,3604,2053,1551,1471,1311,160,515,70
563,2433,1267,1166,478,507,1,980,596,384,851,604,247,655,9
40009,182429,94901,87528,35251,16201,54,71701,43134,28567,58309,45015,13294,18769,1125
40009,182429,94901,87528,35251,16201,54,71701,43134,28567,58309,45015,13294,18769,1125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,2711,1430,1281,492,202,0,1063,716,347,889,693,196,499,11
418,1802,969,833,359,231,0,792,477,315,535,450,85,214,3
1590,7498,3965,3533,1514,535,0,2905,1790,1115,2422,1913,509,766,17
274,1259,639,620,244,194,0,352,204,148,292,275,17,33,13
1304,6339,3249,3090,1245,333,3,2303,1348,955,1956,1411,545,786,63
523,2485,1277,1208,437,240,0,932,526,406,630,592,38,275,8
104,402,204,198,79,0,0,159,100,59,114,104,10,58,1
1606,6600,3489,3111,1291,532,2,2667,1696,971,1829,1655,174,799,138
90,442,204,238,91,0,0,177,104,73,315,140,175,42,0
185,728,390,338,136,55,0,354,231,123,336,198,138,197,14
260,1062,559,503,291,0,0,290,211,79,542,295,247,492,1
1564,5927,3023,2904,898,991,0,3625,1973,1652,1970,1558,412,540,7
2528,11789,6063,5726,2404,1105,1,4744,2821,1923,3631,2966,665,1285,89
811,3661,1903,1758,698,139,35,1556,947,609,1198,947,251,556,19
464,2040,1050,990,362,189,2,919,558,361,659,536,123,158,14
2800,12711,6665,6046,2307,935,1,5062,3062,2000,3842,3213,629,1625,62
3442,16148,8246,7902,3365,926,0,6417,3788,2629,4909,3642,1267,1392,125
1971,8914,4709,4205,1669,986,1,3741,2423,1318,2608,2188,420,1159,77
659,2780,1487,1293,482,502,0,1473,915,558,1026,742,284,242,10
2766,12578,6588,5990,2359,1683,0,5792,3477,2315,4014,3204,810,626,57
1011,5027,2582,2445,1026,696,1,1764,1022,742,1431,1155,276,848,7
257,1109,563,546,239,113,0,185,116,69,287,274,13,191,1
1488,6773,3535,3238,1291,674,0,1989,1217,772,1835,1638,197,766,9
1230,5790,3005,2785,1141,272,0,1694,1006,688,1863,1485,378,785,25
3401,14802,7777,7025,2851,1526,2,4603,2949,1654,4999,3676,1323,910,21
313,1241,660,581,200,0,0,564,350,214,397,338,59,119,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,5975,3029,2946,1101,471,0,2444,1392,1052,1771,1363,408,310,39
354,1707,882,825,412,340,0,441,264,177,691,385,306,55,9
2472,11457,5940,5517,2150,694,0,4639,2637,2002,3594,2725,869,1108,61
1441,6813,3515,3298,1405,504,4,2492,1507,985,2212,1599,613,520,106
2886,13859,7304,6555,2712,1133,2,5563,3307,2256,5512,3655,1857,1413,109
28378,130886,68711,62175,24980,12977,14,51495,31316,20179,39572,32254,7318,14005,701
28378,130886,68711,62175,24980,12977,14,51495,31316,20179,39572,32254,7318,14005,701
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,4684,2435,2249,887,261,0,1552,885,667,1269,1082,187,282,3
1182,5716,2963,2753,1075,324,1,2436,1343,1093,1336,1250,86,775,7
485,2597,1377,1220,510,570,1,750,471,279,827,676,151,380,28
1,2,1,1,0,0,0,2,1,1,2,1,1,0,0
975,5213,2814,2399,1086,666,1,1529,1030,499,1912,1385,527,422,26
1024,4273,2273,2000,746,167,0,2057,1282,775,1160,1082,78,79,2
250,1421,744,677,328,230,0,608,368,240,525,350,175,41,17
250,1222,649,573,192,0,0,369,245,124,342,325,17,217,4
3513,16018,8382,7636,2987,1848,2,7295,4510,2785,4220,3867,353,1792,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3096,14459,7568,6891,3032,1202,0,5163,3178,1985,4435,3503,932,1320,8
1021,4892,2582,2310,986,610,0,1874,1127,747,1264,1157,107,425,18
3546,15617,8214,7403,3016,1470,1,6526,3878,2648,5586,4186,1400,1646,63
986,4451,2358,2093,735,893,0,1954,1202,752,1377,1125,252,495,207
421,2227,1179,1048,467,0,0,676,387,289,798,611,187,262,32
816,3379,1776,1603,646,500,1,1067,704,363,1081,875,206,709,0
562,2270,1194,1076,410,261,0,1208,676,532,598,573,25,247,2
1176,5485,2881,2604,987,575,0,1923,1155,768,1420,1252,168,770,28
2298,10349,5440,4909,1864,1159,0,4439,2679,1760,3153,2556,597,977,69
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,10892,5740,5152,2116,311,0,3696,2393,1303,3386,2694,692,1649,12
367,1663,876,787,321,0,7,498,306,192,512,420,92,166,15
133,709,370,339,146,0,0,294,160,134,218,165,53,0,0
849,4385,2276,2109,1000,459,0,1283,838,445,1166,986,180,398,100
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,8962,4619,4343,1443,1471,0,4296,2498,1798,2985,2133,852,953,47
