No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2315,12036,6285,5751,2334,317,0,5576,3375,2201,3716,2805,911,2194,57
702,3606,1884,1722,678,385,0,1684,1047,637,1579,909,670,616,40
201,1016,520,496,222,0,0,352,210,142,326,207,119,137,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1284,7722,4042,3680,1549,536,1,2691,1671,1020,3120,1801,1319,2035,1
839,4257,2214,2043,902,46,101,1644,994,650,1377,952,425,468,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
695,3768,1974,1794,784,300,0,1543,962,581,1019,818,201,584,9
793,4206,2193,2013,923,503,0,1472,887,585,1754,945,809,1001,26
746,3706,1910,1796,823,686,0,1447,853,594,1296,936,360,928,24
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1306,690,616,309,414,0,591,359,232,432,267,165,386,21
559,2653,1409,1244,403,579,3,1304,828,476,990,648,342,441,8
979,4704,2467,2237,974,355,0,1875,1153,722,2094,1213,881,1023,3
709,3265,1724,1541,664,639,1,944,536,408,1347,798,549,814,9
36930,175401,92171,83230,38306,30863,210,66119,41536,24583,62900,41419,21481,22579,541
36930,175401,92171,83230,38306,30863,210,66119,41536,24583,62900,41419,21481,22579,541
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717,3069,1593,1476,715,1005,1,1322,816,506,1650,860,790,86,13
912,4610,2462,2148,1052,1203,4,1824,1165,659,1508,1060,448,320,4
1423,6493,3440,3053,1248,1397,26,2303,1427,876,2111,1536,575,1078,47
2178,9692,5146,4546,1916,1458,5,5136,3028,2108,3458,2382,1076,931,89
1204,5471,2905,2566,1111,1064,2,1967,1302,665,2198,1338,860,573,16
351,1552,815,737,377,339,0,676,441,235,723,364,359,366,0
773,3703,1913,1790,795,1191,0,1402,875,527,1238,866,372,28,0
639,2955,1551,1404,621,44,0,1361,827,534,1063,682,381,94,4
160,805,396,409,176,255,0,313,183,130,194,164,30,5,0
7212,32468,17033,15435,7030,5717,22,13713,8415,5298,10815,7626,3189,3578,178
509,2234,1191,1043,534,592,1,808,519,289,841,544,297,595,13
425,1829,964,865,315,503,3,739,450,289,584,450,134,222,4
359,1805,935,870,371,177,0,518,324,194,657,399,258,307,1
935,4427,2368,2059,1005,251,0,1551,1004,547,1681,1052,629,1019,1
1588,7213,3785,3428,1493,1445,1,2321,1568,753,2789,1628,1161,1097,32
197,848,450,398,169,175,0,96,62,34,259,195,64,71,0
1209,6370,3389,2981,1327,585,0,2457,1525,932,2714,1553,1161,1227,6
533,2426,1295,1131,499,325,2,1052,718,334,816,582,234,318,1
3606,17267,9075,8192,4093,2710,2,5482,3514,1968,6189,3938,2251,2477,38
3567,17570,9146,8424,3914,2087,68,5754,3591,2163,5946,4197,1749,2835,28
544,2568,1343,1225,552,734,1,942,583,359,721,554,167,306,1
1065,5254,2745,2509,1059,946,2,2193,1408,785,1939,1226,713,549,9
453,2134,1127,1007,520,105,0,898,604,294,687,462,225,239,0
548,2764,1429,1335,696,574,0,780,498,282,1021,632,389,210,6
1137,6012,3172,2840,1454,1176,0,2394,1620,774,2149,1401,748,607,10
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,9368,4947,4421,2097,1142,67,3002,1952,1050,4075,2346,1729,1277,24
1707,7824,4064,3760,1579,2973,1,2783,1707,1076,3029,1810,1219,1112,11
1252,6670,3492,3178,1588,690,2,2332,1410,922,1845,1572,273,1052,5
27875,152693,80538,72155,34144,16929,167,61530,37761,23769,57777,36844,20933,20113,319
27875,152693,80538,72155,34144,16929,167,61530,37761,23769,57777,36844,20933,20113,319
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,18973,10021,8952,4077,1967,25,6997,4336,2661,7495,4707,2788,2385,29
923,4865,2577,2288,1172,1665,3,1595,1001,594,2282,1201,1081,1210,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,25,24,1,1,0,0,8,8,0,21,20,1,2,0
3993,21768,11384,10384,5083,1757,1,9702,5741,3961,6184,4827,1357,2674,30
243,1273,695,578,263,0,0,607,368,239,380,298,82,131,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,2234,1186,1048,496,851,14,788,487,301,764,563,201,340,0
129,604,337,267,137,5,0,163,82,81,240,162,78,1,0
52,251,128,123,70,2,0,69,43,26,67,65,2,56,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,996,531,465,236,16,0,363,225,138,211,205,6,1,1
196,1193,603,590,228,0,0,409,238,171,279,257,22,226,0
1225,6876,3652,3224,1392,827,2,3405,2038,1367,2265,1614,651,517,4
2686,15970,8402,7568,3601,1285,4,6847,4266,2581,5055,3765,1290,492,13
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4580,24620,13158,11462,5608,3347,56,11039,6774,4265,9379,5924,3455,3076,125
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3418,19178,10150,9028,4169,2679,12,8121,5075,3046,7381,4687,2694,3347,17
1011,5117,2680,2437,1242,207,4,1676,1034,642,2667,1372,1295,523,13
2196,12324,6422,5902,2831,788,1,3701,2325,1376,5941,3204,2737,1182,45
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,1205,624,581,276,244,0,361,234,127,750,394,356,8,0
5,27,12,15,5,0,0,12,8,4,10,5,5,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,248,126,122,61,0,0,35,27,8,101,58,43,55,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,14946,7826,7120,3196,1289,45,5632,3451,2181,6305,3516,2789,3884,38
