No of Households,Total Population Person,Total Population Male,Total Population Female,Population in the age group 0-6 Person,Scheduled Castes population Person,Scheduled Tribes population Person,Literates Population Person,Literates Population Male,Literates Population Female,Total Worker Population Person,Total Worker Population Male,Total Worker Population Female,Main Agricultural Labourers Population Person,Main Household Industries Population Person
4582,22367,11694,10673,4951,593,168,7775,4779,2996,6632,5126,1506,3250,51
120,652,353,299,148,0,0,280,168,112,299,160,139,21,0
492,2014,1060,954,389,223,0,1016,597,419,701,500,201,365,4
23,107,63,44,24,0,0,48,30,18,35,32,3,5,0
193,841,450,391,159,0,0,341,229,112,261,207,54,49,0
915,4406,2209,2197,912,38,0,1550,803,747,1865,1081,784,370,51
2612,12788,6637,6151,2968,163,14,5060,2993,2067,4324,3283,1041,1845,24
141,1086,570,516,247,0,0,477,275,202,535,294,241,424,4
226,1008,518,490,223,18,4,484,277,207,317,229,88,125,0
20,126,70,56,37,0,0,41,27,14,39,28,11,11,0
827,3917,1932,1985,831,809,188,1576,876,700,1543,952,591,1107,1
517,2631,1328,1303,607,365,148,854,505,349,1051,656,395,441,37
44,212,100,112,51,0,0,53,28,25,96,38,58,91,0
216,1085,541,544,213,293,0,452,270,182,486,265,221,269,0
789,3881,1984,1897,891,1201,1,1558,928,630,1601,929,672,821,40
687,3308,1729,1579,653,541,22,1527,956,571,1223,738,485,715,20
1324,6410,3286,3124,1406,106,221,3017,1759,1258,2534,1663,871,1169,4
793,4045,2082,1963,846,138,0,1630,975,655,1431,1038,393,641,26
2518,12900,6673,6227,2817,47,0,5894,3399,2495,3497,2747,750,1120,92
588,3003,1578,1425,679,0,0,950,571,379,1259,725,534,286,14
116,593,320,273,134,0,0,171,100,71,114,109,5,27,1
1133,6149,3223,2926,1484,2,0,2497,1453,1044,1544,1354,190,347,12
1592,8053,4220,3833,1827,572,14,3706,2197,1509,2514,1864,650,883,13
2465,12743,6674,6069,2828,1298,87,5242,3177,2065,4941,3122,1819,2195,37
802,4597,2380,2217,1170,129,1,1400,880,520,1704,1035,669,784,105
389,1850,997,853,373,0,0,867,534,333,580,516,64,334,0
1298,7176,3635,3541,1812,582,0,2664,1560,1104,2673,1689,984,1555,1
1052,5591,2940,2651,1303,255,5,2445,1457,988,2154,1357,797,687,2
2404,12214,6281,5933,2850,1510,0,3684,2206,1478,4710,2921,1789,1445,46
1970,9986,5107,4879,2166,998,13,3667,2137,1530,3812,2419,1393,1283,26
341,1576,840,736,319,455,2,672,422,250,575,384,191,36,10
1704,7881,4077,3804,1593,977,12,2727,1554,1173,3206,1970,1236,1925,16
1437,6864,3568,3296,1489,1349,516,1958,1123,835,2889,1752,1137,1491,94
1854,8938,4514,4424,1922,833,4,2604,1505,1099,3731,2274,1457,1698,66
149,745,351,394,183,0,0,284,138,146,266,181,85,46,4
250,1125,563,562,337,447,1,298,179,119,495,245,250,411,2
298,1541,806,735,369,630,0,435,280,155,608,371,237,462,3
1122,5527,2878,2649,1418,272,2,1775,1056,719,1814,1262,552,730,25
913,4652,2417,2235,1109,791,11,1850,1077,773,2133,1225,908,521,16
311,1777,907,870,437,20,0,491,282,209,483,383,100,175,2
698,3359,1763,1596,772,630,315,985,586,399,1369,866,503,293,17
61,340,172,168,83,50,0,48,37,11,75,74,1,3,0
29238,149231,78008,71223,29436,19947,1647,68172,42212,25960,61587,38931,22656,18236,489
29238,149231,78008,71223,29436,19947,1647,68172,42212,25960,61587,38931,22656,18236,489
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,4290,2293,1997,728,722,0,2239,1360,879,2119,1218,901,575,7
11,68,36,32,22,0,0,23,17,6,26,14,12,7,0
427,2103,1072,1031,413,90,11,985,650,335,907,557,350,291,2
706,3459,1882,1577,636,77,124,1676,1113,563,1405,1001,404,426,49
1120,5384,2836,2548,916,362,36,2901,1728,1173,2165,1501,664,947,14
430,2300,1235,1065,436,858,1,1059,709,350,867,632,235,500,2
474,2185,1117,1068,425,421,5,1041,626,415,813,600,213,395,23
296,1539,817,722,260,169,0,754,489,265,685,406,279,147,5
227,1165,589,576,214,586,5,503,299,204,449,324,125,268,9
59,299,159,140,33,72,0,178,114,64,109,81,28,24,0
383,1854,961,893,366,261,123,741,477,264,670,487,183,375,0
373,2189,1184,1005,463,0,0,796,508,288,871,572,299,367,3
656,3049,1565,1484,584,496,0,1329,826,503,1211,753,458,510,4
140,660,337,323,148,256,0,239,148,91,300,155,145,32,0
688,3376,1725,1651,708,1103,1,1544,901,643,1455,810,645,676,0
419,1930,1020,910,370,468,1,974,597,377,834,475,359,337,13
452,2401,1249,1152,476,851,1,1060,678,382,1227,660,567,107,4
696,3396,1769,1627,658,392,2,1822,1131,691,1593,918,675,494,0
511,2583,1339,1244,481,173,0,1343,792,551,1350,710,640,403,30
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1129,5722,2940,2782,1242,31,0,2278,1346,932,2066,1392,674,529,2
160,770,381,389,143,0,0,531,286,245,256,187,69,9,0
459,2188,1154,1034,376,109,94,1089,697,392,714,576,138,193,4
87,467,240,227,128,0,106,180,121,59,228,111,117,119,0
712,3721,1913,1808,854,264,4,1302,814,488,1219,825,394,743,0
38,194,90,104,39,0,0,85,46,39,93,51,42,55,0
51,246,126,120,34,106,0,167,79,88,97,58,39,0,1
834,4369,2287,2082,778,117,0,2030,1275,755,1676,1149,527,697,10
964,5195,2722,2473,966,621,48,2777,1665,1112,1486,1253,233,425,1
538,2895,1481,1414,683,158,0,1238,759,479,1074,735,339,404,8
418,2040,1069,971,383,84,0,1076,695,381,1051,565,486,6,0
855,4400,2251,2149,821,361,463,2135,1338,797,1769,1150,619,324,3
590,2911,1522,1389,625,731,1,1425,834,591,1260,703,557,300,7
677,3297,1736,1561,651,219,0,1267,781,486,1389,797,592,470,31
740,3681,1940,1741,677,372,0,1767,1113,654,1714,1007,707,327,16
295,1598,831,767,340,199,0,681,398,283,692,428,264,121,41
152,705,360,345,147,74,46,325,188,137,362,180,182,197,0
185,1162,598,564,260,295,1,467,304,163,709,369,340,8,1
178,1006,521,485,201,275,0,542,310,232,452,248,204,269,3
130,691,361,330,135,628,1,264,171,93,386,205,181,5,1
179,980,518,462,184,652,67,389,247,142,495,275,220,8,0
596,2965,1566,1399,546,479,4,1322,825,497,1524,861,663,403,8
1012,5235,2757,2478,879,721,2,2877,1730,1147,2393,1409,984,227,38
250,1195,614,581,241,0,0,604,375,229,533,338,195,275,9
41,245,142,103,44,0,0,82,67,15,81,78,3,31,1
334,1696,872,824,302,456,0,729,460,269,822,478,344,139,11
1560,8915,4639,4276,1937,12,0,2575,1646,929,3549,2306,1243,643,4
540,2414,1281,1133,473,332,1,1139,756,383,989,641,348,166,4
709,3504,1887,1617,788,953,1,1412,967,445,1455,883,572,10,4
232,1369,706,663,263,199,209,581,345,236,659,345,314,137,0
489,2660,1405,1255,667,282,0,1178,723,455,851,658,193,234,43
298,1776,933,843,397,78,9,776,477,299,662,448,214,137,0
1087,6308,3283,3025,1409,338,76,2924,1860,1064,2262,1520,742,342,1
259,1328,704,624,271,322,1,692,422,270,547,334,213,31,9
400,1999,1041,958,374,543,32,1019,602,417,724,522,202,146,0
99,471,254,217,109,0,0,156,93,63,197,98,99,98,0
29,117,64,53,21,0,0,51,35,16,29,29,0,18,0
169,843,437,406,169,562,1,310,194,116,380,220,160,165,0
196,877,459,418,170,94,0,425,264,161,334,232,102,142,2
191,958,498,460,210,486,0,327,202,125,411,247,164,40,0
59,229,121,108,22,0,0,195,105,90,76,68,8,7,0
211,1056,547,509,213,220,1,502,336,166,689,371,318,239,0
328,1598,846,752,304,196,0,643,401,242,689,398,291,535,4
195,1115,579,536,191,0,0,568,379,189,578,319,259,36,2
69,367,191,176,64,21,68,153,105,48,142,96,46,34,0
567,2899,1530,1369,515,476,85,1044,682,362,1203,772,431,920,17
168,795,400,395,174,136,0,415,261,154,203,187,16,161,1
623,2919,1566,1353,521,388,16,1626,945,681,1139,761,378,816,37
210,910,460,450,158,0,0,625,325,300,222,174,48,14,0
31513,158543,81644,76899,31578,25586,454,72107,43664,28443,57538,39593,17945,25939,737
31513,158543,81644,76899,31578,25586,454,72107,43664,28443,57538,39593,17945,25939,737
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
682,3415,1777,1638,630,749,33,1672,1018,654,1188,921,267,394,23
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,10242,5302,4940,2068,1872,11,4491,2668,1823,4493,2612,1881,2244,12
221,1124,555,569,203,688,8,430,255,175,585,302,283,353,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,899,479,420,144,105,0,493,301,192,323,235,88,114,0
280,1180,624,556,207,0,0,630,378,252,392,309,83,129,16
473,2181,1118,1063,361,450,6,973,624,349,922,608,314,343,0
678,2875,1497,1378,551,920,4,1232,725,507,928,711,217,406,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,4685,2405,2280,830,1367,1,2357,1423,934,1757,1182,575,842,2
155,738,375,363,119,0,0,454,267,187,216,190,26,35,0
554,2701,1418,1283,520,313,46,1307,833,474,775,657,118,419,3
10,37,21,16,5,0,0,25,16,9,12,9,3,3,0
1167,5816,3029,2787,915,649,0,3250,1962,1288,1752,1437,315,438,12
121,651,354,297,119,0,0,387,228,159,167,156,11,62,1
96,432,201,231,83,0,1,267,148,119,158,111,47,117,0
70,390,198,192,81,0,0,164,94,70,196,108,88,185,0
824,4228,2202,2026,748,943,2,2085,1255,830,1863,1086,777,815,63
649,3092,1614,1478,590,709,1,1484,915,569,1216,759,457,724,0
1307,6839,3492,3347,1336,738,1,3598,2116,1482,2593,1711,882,969,138
373,2021,1072,949,394,780,1,933,577,356,873,525,348,523,7
210,1212,605,607,279,447,2,382,220,162,535,288,247,331,3
1597,9378,4754,4624,2197,894,7,3943,2261,1682,3269,2151,1118,1467,23
1431,7274,3755,3519,1302,1261,40,3920,2378,1542,2553,1766,787,850,59
186,812,409,403,180,448,0,293,183,110,361,205,156,243,0
41,213,112,101,44,179,0,98,55,43,116,62,54,111,0
479,2462,1236,1226,428,317,10,1463,834,629,761,612,149,285,2
1029,5356,2729,2627,1103,1082,16,2541,1489,1052,1678,1297,381,456,56
500,2216,1175,1041,387,204,0,1078,702,376,644,573,71,245,3
190,898,452,446,177,400,0,259,141,118,257,201,56,127,1
1234,6165,3117,3048,1250,1350,147,2991,1765,1226,1972,1446,526,975,143
1394,7033,3613,3420,1591,1095,3,2665,1673,992,2616,1822,794,1054,28
800,4024,2046,1978,825,190,2,1858,1131,727,1179,958,221,750,4
222,1205,614,591,322,566,14,401,241,160,314,274,40,178,39
447,2214,1131,1083,595,70,0,639,408,231,591,494,97,331,2
555,2725,1443,1282,580,547,4,979,648,331,959,691,268,632,0
850,4164,2112,2052,834,44,0,2081,1220,861,2103,1204,899,729,1
205,1019,525,494,186,6,0,477,307,170,398,260,138,214,0
280,1524,784,740,287,124,1,687,456,231,641,378,263,205,0
418,1963,1023,940,422,369,1,734,460,274,639,495,144,329,0
564,3013,1581,1432,544,62,1,1185,780,405,964,740,224,493,3
1988,9998,5190,4808,2060,818,2,3402,2113,1289,3610,2507,1103,2134,17
620,3297,1695,1602,674,422,2,1607,973,634,1467,888,579,350,11
276,1849,946,903,491,0,0,705,367,338,573,416,157,287,0
277,1534,792,742,387,213,2,591,344,247,462,324,138,281,1
69,319,170,149,71,89,5,111,74,37,150,79,71,107,0
85,492,251,241,85,15,0,289,162,127,209,126,83,181,1
1008,5033,2584,2449,1045,1954,39,2085,1307,778,2040,1275,765,1101,4
552,3022,1501,1521,657,174,5,1230,733,497,850,635,215,534,13
367,1660,878,782,271,54,0,925,565,360,613,425,188,135,2
461,2017,1045,972,369,409,35,887,581,306,1011,571,440,357,18
427,1808,924,884,352,17,0,856,517,339,616,457,159,134,6
954,4664,2412,2252,854,601,0,2216,1371,845,1566,1192,374,458,13
478,2237,1173,1064,413,317,0,1033,634,399,677,592,85,459,2
245,1266,636,630,291,565,1,566,356,210,456,293,163,280,0
236,931,498,433,121,0,0,698,412,286,279,267,12,21,1
51258,248369,128843,119526,51750,19007,1224,103885,64861,39024,84352,62251,22101,30093,1329
51258,248369,128843,119526,51750,19007,1224,103885,64861,39024,84352,62251,22101,30093,1329
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2577,12456,6538,5918,2258,549,56,6061,3844,2217,4035,3234,801,1700,44
134,533,262,271,112,65,0,224,136,88,277,139,138,29,1
601,2982,1578,1404,553,268,0,1296,899,397,1219,817,402,345,2
676,3231,1653,1578,629,554,0,1199,751,448,1115,858,257,480,21
588,2936,1525,1411,610,62,0,1067,706,361,964,784,180,204,6
674,3430,1779,1651,619,574,44,1836,1167,669,1171,885,286,397,51
920,4624,2394,2230,1055,0,0,1354,954,400,1828,1250,578,462,13
623,2643,1341,1302,606,252,0,1015,646,369,827,644,183,385,7
584,2796,1431,1365,630,0,0,466,335,131,751,681,70,342,2
285,1309,659,650,285,0,0,318,190,128,510,330,180,180,0
1349,6900,3587,3313,1345,442,0,2931,1853,1078,2560,1709,851,1282,13
543,3503,1797,1706,815,1006,2,1526,974,552,1468,881,587,623,200
1105,5569,2820,2749,1338,2001,1,2001,1218,783,1878,1262,616,653,116
873,4296,2227,2069,806,1233,44,1234,727,507,1483,1123,360,819,9
171,683,343,340,114,59,0,342,213,129,221,188,33,1,0
638,2914,1534,1380,528,165,41,1383,898,485,790,705,85,311,18
508,2174,1104,1070,353,167,0,1044,665,379,644,559,85,187,10
736,3469,1764,1705,585,0,0,1737,1088,649,1284,921,363,153,6
583,2555,1297,1258,548,48,0,1186,722,464,1139,685,454,3,1
799,4360,2262,2098,962,0,0,1528,965,563,1132,980,152,145,1
76,349,190,159,68,0,0,84,58,26,91,81,10,14,0
233,1003,534,469,164,280,2,511,307,204,305,254,51,108,7
651,2874,1506,1368,592,641,0,1331,858,473,1150,808,342,61,6
157,713,366,347,139,0,0,417,242,175,164,160,4,42,1
212,1031,536,495,194,171,0,593,379,214,253,251,2,56,0
123,517,279,238,109,123,15,298,200,98,132,120,12,91,0
133,595,319,276,101,0,0,191,134,57,271,137,134,189,0
211,1014,533,481,163,47,98,483,329,154,325,256,69,94,1
1877,10377,5236,5141,2373,13,0,2816,1826,990,4070,2600,1470,539,5
1208,6242,3237,3005,1391,172,0,2258,1516,742,2399,1669,730,1089,268
448,1997,1047,950,330,358,25,980,594,386,618,525,93,366,2
220,904,477,427,137,0,54,435,270,165,454,264,190,151,6
102,498,237,261,102,28,39,256,145,111,151,114,37,106,0
449,2153,1139,1014,445,970,25,1063,632,431,859,571,288,614,30
123,719,373,346,109,0,22,443,289,154,206,188,18,66,1
379,1710,886,824,320,58,60,956,586,370,424,398,26,224,1
264,1489,728,761,300,0,0,616,405,211,481,359,122,177,17
165,748,380,368,149,0,0,341,237,104,199,191,8,40,1
219,1081,552,529,165,0,0,476,272,204,352,246,106,71,1
150,768,415,353,153,322,61,328,215,113,378,198,180,333,4
169,629,330,299,118,218,0,278,189,89,167,160,7,0,0
178,765,397,368,135,324,11,375,236,139,320,226,94,52,0
106,467,244,223,85,274,0,190,117,73,178,125,53,33,0
236,1191,616,575,269,215,43,555,364,191,394,320,74,112,2
145,645,318,327,159,129,59,299,176,123,187,152,35,114,15
469,2169,1132,1037,451,40,83,987,640,347,625,541,84,390,5
336,1699,896,803,376,133,0,878,583,295,433,418,15,268,2
7,66,30,36,19,1,0,20,15,5,22,22,0,1,0
455,2164,1152,1012,447,147,2,1003,634,369,609,542,67,374,3
57,290,153,137,52,0,0,100,66,34,95,93,2,89,0
181,844,445,399,137,11,0,415,260,155,235,223,12,90,1
267,1245,653,592,261,36,0,637,422,215,315,291,24,143,0
331,1605,844,761,286,172,0,851,548,303,467,438,29,193,11
420,2054,1076,978,397,612,1,906,562,344,586,550,36,127,1
71,373,198,175,87,0,15,183,122,61,106,99,7,0,0
280,1258,632,626,253,209,59,637,370,267,345,302,43,81,0
86,359,199,160,76,0,0,166,99,67,164,105,59,20,0
343,1496,780,716,363,0,0,823,474,349,362,352,10,235,0
425,1803,956,847,400,256,0,706,439,267,613,459,154,7,0
214,1168,582,586,314,0,0,387,232,155,291,273,18,114,0
386,1810,944,866,413,1,12,767,478,289,474,420,54,268,0
42,221,110,111,71,0,0,44,29,15,57,57,0,37,0
217,1166,630,536,268,0,0,472,338,134,227,223,4,139,0
1365,6639,3555,3084,1442,6,0,2781,1675,1106,2404,1573,831,656,9
474,2340,1254,1086,477,74,3,879,556,323,1053,660,393,162,6
4,19,9,10,5,0,0,3,3,0,8,4,4,4,0
308,1578,807,771,371,316,10,404,268,136,599,379,220,81,0
106,513,276,237,82,166,0,186,132,54,263,142,121,113,0
309,1563,804,759,291,141,0,667,405,262,446,381,65,158,16
417,2135,1095,1040,465,205,108,919,630,289,634,574,60,364,0
483,2214,1151,1063,444,575,43,838,549,289,847,678,169,484,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,526,270,256,100,0,0,277,174,103,181,136,45,17,4
326,1609,838,771,291,272,9,856,524,332,413,385,28,253,2
578,2618,1381,1237,540,11,0,1418,900,518,1008,674,334,546,3
618,3044,1545,1499,584,238,0,1403,903,500,955,774,181,334,28
532,2462,1254,1208,492,320,0,1001,608,393,1016,601,415,151,20
576,2263,1181,1082,456,0,5,1039,651,388,706,546,160,183,0
292,1481,758,723,281,114,0,703,443,260,449,401,48,225,0
188,727,361,366,116,0,0,379,242,137,214,180,34,7,0
219,992,529,463,160,89,7,546,359,187,253,211,42,82,0
200,1017,535,482,180,0,0,490,297,193,296,266,30,212,1
418,1984,1004,980,361,60,0,993,595,398,609,474,135,161,3
2416,13063,6780,6283,3139,255,0,5042,3031,2011,3554,2970,584,1988,17
683,3089,1599,1490,644,243,0,1162,724,438,1269,842,427,258,46
211,993,536,457,163,70,91,547,334,213,373,268,105,238,0
26,124,63,61,25,0,64,61,36,25,49,36,13,22,0
105,438,227,211,50,7,0,276,155,121,125,123,2,85,0
435,1962,1006,956,377,721,5,757,469,288,742,528,214,246,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,1830,940,890,327,615,0,805,470,335,786,454,332,391,6
218,992,506,486,191,42,0,479,284,195,364,233,131,130,0
1053,4982,2584,2398,1154,1,0,2327,1428,899,1878,1161,717,634,27
322,1555,797,758,397,0,0,545,293,252,365,346,19,279,1
98,489,247,242,78,0,0,305,151,154,232,135,97,68,0
625,3036,1594,1442,735,0,0,1013,600,413,1116,715,401,336,2
366,1692,893,799,378,0,0,682,427,255,505,417,88,278,0
1472,7173,3791,3382,1710,0,0,1994,1255,739,2695,1774,921,859,0
524,2528,1342,1186,536,61,0,1169,759,410,792,675,117,410,35
3570,17313,8905,8408,3765,213,0,8031,4608,3423,5196,3976,1220,1922,8
988,4539,2385,2154,870,40,0,2201,1411,790,1480,1117,363,510,105
434,1884,1001,883,376,683,5,699,445,254,732,481,251,320,1
443,2144,1145,999,411,27,0,1084,641,443,742,555,187,198,1
157,691,357,334,150,0,0,217,119,98,390,208,182,4,0
1132,5583,2907,2676,1258,36,0,1975,1235,740,2511,1609,902,557,72
204,913,449,464,186,0,0,429,234,195,252,173,79,148,0
65725,322192,167889,154303,71399,11339,651,132926,80001,52925,101684,78618,23066,38537,1168
65725,322192,167889,154303,71399,11339,651,132926,80001,52925,101684,78618,23066,38537,1168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,864,455,409,171,232,27,417,255,162,339,237,102,88,0
884,4489,2340,2149,899,475,0,1758,1077,681,1551,1213,338,575,5
553,2593,1349,1244,518,683,1,1381,827,554,908,668,240,341,12
538,2526,1296,1230,559,244,42,1171,753,418,750,654,96,456,27
678,3424,1807,1617,770,30,0,1547,953,594,862,817,45,654,0
373,1653,846,807,337,0,204,900,506,394,447,408,39,144,0
484,2351,1238,1113,567,335,1,1047,661,386,639,574,65,62,15
254,1250,635,615,287,0,62,456,275,181,351,303,48,293,8
867,4220,2197,2023,959,226,0,1930,1173,757,1102,880,222,453,2
669,3207,1688,1519,708,0,0,1037,659,378,918,816,102,625,2
693,3288,1724,1564,771,0,0,853,533,320,821,741,80,458,1
711,3341,1734,1607,707,140,0,1492,830,662,910,746,164,554,9
679,3283,1687,1596,668,0,0,1527,872,655,837,763,74,390,0
122,582,288,294,160,0,0,95,56,39,128,117,11,97,0
1268,6289,3270,3019,1415,0,0,2432,1445,987,1903,1487,416,534,106
807,3929,2003,1926,986,444,0,1648,931,717,1278,950,328,863,4
667,3269,1710,1559,697,217,0,1723,1005,718,1039,816,223,306,35
173,690,357,333,125,0,0,359,205,154,281,191,90,88,1
948,5062,2667,2395,1188,133,0,1995,1193,802,1661,1223,438,553,134
1525,7592,3942,3650,1652,0,0,3434,2064,1370,2506,1828,678,928,48
367,1706,883,823,433,0,0,749,430,319,527,410,117,170,0
2687,12946,6706,6240,2991,218,0,3834,2371,1463,4175,3115,1060,1696,39
2165,10739,5757,4982,2258,51,0,4096,2563,1533,3249,2566,683,921,13
1624,8029,4137,3892,1840,54,0,3285,1938,1347,2709,2043,666,1185,16
444,2109,1131,978,499,42,0,859,542,317,642,533,109,268,2
523,2485,1319,1166,508,0,0,1224,774,450,750,566,184,178,1
808,3799,1957,1842,893,61,3,1814,1139,675,922,863,59,487,13
432,2359,1249,1110,438,0,0,996,590,406,603,578,25,25,1
2493,12824,6648,6176,2869,334,77,5057,2993,2064,3629,2921,708,1059,21
419,2241,1149,1092,555,0,0,792,512,280,612,523,89,381,15
307,1589,807,782,312,11,0,986,552,434,506,452,54,25,0
273,1377,749,628,336,0,0,531,329,202,384,320,64,121,12
310,1414,714,700,318,0,0,524,294,230,564,420,144,143,53
215,1040,554,486,210,98,0,447,266,181,658,390,268,84,1
72,389,180,209,83,173,0,60,32,28,98,95,3,96,1
264,1275,694,581,223,17,0,644,417,227,301,288,13,240,0
549,2653,1399,1254,534,0,0,1098,676,422,866,668,198,362,0
376,1918,1009,909,489,54,0,717,427,290,533,479,54,319,4
24,129,61,68,33,29,0,42,20,22,42,32,10,33,5
685,3491,1814,1677,767,0,0,1442,864,578,928,844,84,516,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,2437,1264,1173,507,253,0,965,592,373,598,580,18,256,3
1610,7379,3819,3560,1574,116,0,3163,1876,1287,2120,1787,333,599,9
402,1835,964,871,423,45,0,673,423,250,554,484,70,55,39
444,2038,1012,1026,508,29,1,719,430,289,555,493,62,187,0
225,1093,570,523,220,98,0,730,409,321,301,291,10,223,0
841,4016,2091,1925,753,38,0,1836,1192,644,1047,945,102,445,3
870,3540,1853,1687,695,185,7,1468,920,548,967,917,50,506,4
537,2588,1390,1198,565,114,104,1151,741,410,757,690,67,372,4
124,591,309,282,139,0,0,229,136,93,121,119,2,92,0
783,4019,2106,1913,986,39,0,1571,941,630,1318,971,347,314,24
380,1806,924,882,446,0,0,555,362,193,662,402,260,465,0
723,3571,1871,1700,846,27,0,1277,793,484,927,817,110,291,2
768,3714,1916,1798,878,114,0,1395,871,524,1071,897,174,527,7
369,1676,877,799,330,180,10,743,441,302,655,429,226,404,21
2396,11525,6047,5478,2577,364,2,4537,2792,1745,4076,2842,1234,1534,11
1473,8278,4276,4002,1828,312,0,3672,2216,1456,2461,2025,436,884,46
1001,4876,2487,2389,1280,20,0,1805,1141,664,1455,1136,319,185,3
240,1171,599,572,317,0,0,404,248,156,413,302,111,152,3
1898,9038,4710,4328,1818,469,0,3860,2405,1455,3151,2325,826,1226,39
646,3300,1668,1632,793,75,1,1400,809,591,1058,772,286,246,69
113,498,269,229,93,8,0,210,150,60,183,137,46,52,0
982,5037,2637,2400,1062,120,0,2003,1176,827,1214,1147,67,341,3
619,3008,1534,1474,761,10,0,1261,696,565,1006,735,271,561,0
758,3618,1925,1693,815,230,0,1443,866,577,1316,932,384,385,77
810,3961,2080,1881,906,0,0,1221,719,502,1600,1034,566,677,30
90,458,242,216,105,0,0,238,143,95,161,101,60,45,0
790,4119,2134,1985,907,525,1,1946,1092,854,1357,946,411,319,6
89,555,301,254,131,0,0,183,111,72,269,157,112,102,5
1005,4709,2490,2219,971,451,1,2604,1497,1107,1749,1108,641,316,0
881,4114,2145,1969,914,460,4,1723,1033,690,1771,1045,726,582,1
927,4814,2481,2333,1218,0,0,1804,1060,744,1758,1181,577,751,4
337,1623,860,763,374,78,0,750,446,304,577,414,163,165,1
219,1009,501,508,252,195,1,359,196,163,267,241,26,92,4
150,760,397,363,148,0,0,474,244,230,158,154,4,141,0
2215,11119,5827,5292,2411,5,0,4940,2951,1989,3520,2618,902,1547,17
340,1755,908,847,400,0,0,774,448,326,452,408,44,301,1
452,2211,1183,1028,492,0,0,954,609,345,567,524,43,314,0
102,558,286,272,122,0,0,83,51,32,160,158,2,74,1
148,704,376,328,174,84,0,204,120,84,253,173,80,62,3
628,2745,1379,1366,571,589,1,1454,801,653,1025,693,332,157,0
202,995,521,474,257,458,77,407,244,163,454,287,167,124,5
236,1152,559,593,302,0,0,497,289,208,534,273,261,205,1
74,311,166,145,66,138,24,200,114,86,163,86,77,17,0
375,1675,818,857,407,550,0,691,382,309,653,402,251,412,7
483,2224,1170,1054,495,187,0,880,527,353,866,558,308,305,3
589,2766,1445,1321,620,0,0,1140,703,437,1138,674,464,164,1
959,4990,2607,2383,1088,0,0,2256,1335,921,1816,1221,595,413,55
1143,5547,2968,2579,998,57,0,2107,1313,794,1610,1309,301,562,19
261,1491,775,716,316,0,0,680,351,329,560,355,205,340,2
292,1516,762,754,366,0,0,611,352,259,437,341,96,291,0
179,949,501,448,201,36,0,406,244,162,298,271,27,157,0
69,323,183,140,56,0,0,185,111,74,95,81,14,34,1
846,4049,2158,1891,779,40,0,1766,1015,751,1257,1053,204,505,3
1238,6074,3141,2933,1413,88,0,2530,1531,999,1647,1489,158,609,0
518,2400,1237,1163,500,0,0,928,555,373,824,645,179,284,1
1148,5825,3027,2798,1312,129,0,1833,1109,724,1650,1477,173,633,2
716,3566,1888,1678,741,43,0,1683,1079,604,1485,923,562,436,15
433,2059,1105,954,439,79,0,946,598,348,638,505,133,328,2
